article1_id,article2_id,score
86,34,0.7967681288719177
50,68,0.833793044090271
27,76,0.7585989832878113
88,2,0.7820634841918945
82,21,0.7276721000671387
34,4,0.7523486018180847
28,7,0.7680414319038391
18,27,0.8697854280471802
78,26,0.8136919140815735
8,42,0.8044690489768982
89,61,0.6995797157287598
66,32,0.8478375673294067
18,52,0.8207923769950867
21,56,0.8855985403060913
70,26,0.8241348266601562
75,36,0.6620025634765625
64,27,0.8397043943405151
0,58,0.8541526794433594
14,16,0.8486337065696716
48,85,0.7605976462364197
84,87,0.7665508985519409
33,80,0.8354334831237793
3,44,0.7194501161575317
32,7,0.8805344700813293
53,89,0.6806960105895996
93,95,0.7263574600219727
86,53,0.7099950313568115
29,16,0.842060923576355
14,4,0.7076942324638367
51,15,0.719481885433197
27,7,0.8373669981956482
10,7,0.7866268754005432
47,80,0.8323519229888916
21,30,0.6817593574523926
64,68,0.8565457463264465
46,88,0.9281156063079834
48,79,0.6933661103248596
25,21,0.856820285320282
67,29,0.8319287896156311
41,29,0.8373225927352905
57,30,0.7422117590904236
61,19,0.701289713382721
43,72,0.7705510854721069
4,40,0.6524713039398193
17,19,0.8105681538581848
6,39,0.7725253701210022
44,90,0.7001224756240845
90,76,0.7261295914649963
26,47,0.8185208439826965
91,22,0.8235152363777161
83,82,0.7723895311355591
65,76,0.8376016616821289
74,14,0.7134397625923157
12,43,0.8350117802619934
35,15,0.8111011981964111
54,20,0.7718763947486877
2,47,0.7885288596153259
85,78,0.8153049945831299
59,40,0.7307180762290955
15,47,0.7430216670036316
36,72,0.8562096357345581
58,94,0.7604178190231323
63,5,0.8239560723304749
75,69,0.718702495098114
8,87,0.8626711964607239
48,16,0.7643836140632629
13,70,0.8268997669219971
47,74,0.7424631714820862
70,28,0.8182244896888733
88,4,0.6528306007385254
59,82,0.6624841094017029
40,65,0.6771049499511719
3,85,0.724794328212738
21,19,0.8111206293106079
13,35,0.8266935348510742
27,66,0.8717888593673706
17,93,0.7942958474159241
35,94,0.7185603380203247
75,72,0.7826120853424072
20,63,0.7717964053153992
61,34,0.7871795296669006
11,69,0.8703747391700745
31,8,0.8259004354476929
31,34,0.8657867908477783
0,23,0.8324064016342163
87,61,0.8547839522361755
28,91,0.8091527223587036
39,41,0.822492778301239
55,85,0.8562884330749512
30,95,0.8636680841445923
15,77,0.7646000981330872
18,80,0.830441951751709
56,12,0.9283453226089478
0,48,0.7695471048355103
3,57,0.7437378168106079
27,92,0.8505326509475708
17,59,0.8202759623527527
48,92,0.7809545993804932
48,94,0.7882736325263977
48,14,0.800783097743988
66,54,0.7851429581642151
87,71,0.7778885960578918
2,9,0.7466234564781189
58,61,0.6918449401855469
95,33,0.7294463515281677
73,52,0.7981821298599243
71,77,0.8448323011398315
6,29,0.7828235626220703
74,29,0.7344670295715332
17,49,0.7366943955421448
6,5,0.7598838806152344
27,7,0.8373669981956482
51,69,0.8585906624794006
22,24,0.69856196641922
83,62,0.7945177555084229
0,87,0.7627293467521667
75,58,0.6743301749229431
1,69,0.8648431897163391
64,63,0.7518240809440613
83,61,0.7428048849105835
73,60,0.7858337759971619
48,79,0.6933661103248596
22,55,0.7993531227111816
47,23,0.8425784111022949
13,46,0.8417920470237732
91,7,0.8687083721160889
47,9,0.8536750078201294
74,89,0.7051244974136353
74,48,0.812405526638031
1,80,0.7978740930557251
85,4,0.6881434917449951
