Unnamed: 0,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
15738,"DEEMOM 15.6"" Polyester Casual Laptop Bags/Backpack for Men with Adjustable Strap Expendable with 2 Compartments",accessories,Bags & Luggage,https://m.media-amazon.com/images/I/41RgwZxQYJL._AC_UL320_.jpg,https://www.amazon.in/Polyester-Backpack-Adjustable-Expendable-Compartments/dp/B08MYK58J8/ref=sr_1_15795?qid=1679144414&s=luggage&sr=1-15795,2.1,2,₹350,₹999
14774,EUME Kevin 14 inch Nylon Laptop Backpack and 26 LTR Water Resistance Backpack,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/81P62g1N23L._AC_UL320_.jpg,https://www.amazon.in/Kevin-Laptop-Backpack-Resistance-Backpack/dp/B07MYWB6DP/ref=sr_1_14831?qid=1679144383&s=luggage&sr=1-14831,4.3,75,"₹1,949","₹4,579"
6797,Anekaant Animal Cotton Jacquard Jungle Weave Quirky Handheld Bag,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/81ef1DZZEvL._AC_UL320_.jpg,https://www.amazon.in/Anekaant-Animal-Cotton-Jacquard-Handheld/dp/B0BH14CTLT/ref=sr_1_6806?qid=1679144116&s=luggage&sr=1-6806,,,"₹1,519","₹1,899"
10204,Caprese Women's Handbag,accessories,Bags & Luggage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91rirv9Sg3L._AC_UL320_.jpg,https://www.amazon.in/Caprese-Whitney-Womens-Tote-Large/dp/B08ZJZPX54/ref=sr_1_10213?qid=1679144231&s=luggage&sr=1-10213,4.1,33,₹985.56,"₹4,299"
17446,Lavie Women's Mobell Weave Sling Bag | Ladies Purse Handbag | Detachable Sling Strap,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/81i6MAUrZWL._AC_UL320_.jpg,https://www.amazon.in/Lavie-Womens-Mobell-Handbag-Detachable/dp/B09GYTNYFL/ref=sr_1_17503?qid=1679144470&s=luggage&sr=1-17503,4.2,21,"₹1,199","₹3,999"
9138,Skybags Globerunner 79 Cms Polycarbonate Hardsided Large Checkin Luggage (CSR) (Blue),accessories,Bags & Luggage,https://m.media-amazon.com/images/I/51Fc7SoY1JL._AC_UL320_.jpg,https://www.amazon.in/Skybags-Globerunner-Polycarbonate-Hardsided-Checkin/dp/B0B5XRBDK8/ref=sr_1_9147?qid=1679144197&s=luggage&sr=1-9147,3.4,11,"₹6,599","₹13,650"
11722,ADISA bow tie handbag for women and girls with sling belt,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/71Ok-aSrG0L._AC_UL320_.jpg,https://www.amazon.in/ADISA-handbag-women-girls-sling/dp/B0BVXB3N5C/ref=sr_1_11727?qid=1679144280&s=luggage&sr=1-11727,4.7,6,₹799,"₹2,399"
14013,Hornbull Leather Wallet and Belt Combo | Leather Wallet for Men | Wallet for Men Leather Stylish | Wallet and Belt Combo f...,accessories,Bags & Luggage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71dgYy0WP8L._AC_UL320_.jpg,https://www.amazon.in/Hornbull-Black-Wallet-Combo-BW9355/dp/B06XB1CPQ6/ref=sr_1_14070?qid=1679144359&s=luggage&sr=1-14070,4.0,"1,947",₹899,"₹3,299"
5253,"Goatter Men's Hunter Leather Multi Pocket Crossbody Messenger Bag (Brown, 10 Inch, GTHT-13)",accessories,Bags & Luggage,https://m.media-amazon.com/images/I/61uVKsD1DrL._AC_UL320_.jpg,https://www.amazon.in/Goatter-Leather-Crossbody-Messenger-GTHT-13/dp/B09CMJQXT1/ref=sr_1_5262?qid=1679144060&s=luggage&sr=1-5262,4.4,109,"₹1,496","₹4,999"
1098,URBAN FOREST Seattle Black/Sand RFID Blocking Leather Wallet for Men,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/81N9aMVnF-L._AC_UL320_.jpg,https://www.amazon.in/Forest-Seattle-Blocking-Leather-Wallet/dp/B0B9X7598X/ref=sr_1_1107?qid=1679143924&s=luggage&sr=1-1107,4.2,174,₹499,"₹2,000"
17022,ABYS Genuine Leather Card Holder||Passport Holder||Travel Wallet||Money Clip||Debit Card Holder||Cheque Book Case for Men ...,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/81sZnGJhSfL._AC_UL320_.jpg,https://www.amazon.in/ABYS-Genuine-Leather-Holder-Passport/dp/B07YZLZZJC/ref=sr_1_17079?qid=1679144456&s=luggage&sr=1-17079,3.7,77,₹759.05,"₹2,599"
13261,Accessorize London Women's Faux Leather Nude Patchwork Camera Bag,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/61iBGxoRmeL._AC_UL320_.jpg,https://www.amazon.in/Accessorize-London-Womens-Leather-Patchwork/dp/B09PR5DDFM/ref=sr_1_13314?qid=1679144335&s=luggage&sr=1-13314,5.0,1,"₹1,939","₹3,995"
3254,"EESKY Women's PU Leather Polka Dot Bow Mini Bunny Cute Backpack (Pink, Small)",accessories,Bags & Luggage,https://m.media-amazon.com/images/I/51WeqS17nbL._AC_UL320_.jpg,https://www.amazon.in/EESKY-Pollka-Backpack-Mini-Small-Backpacks-for-Teenage-Girls-Bunny-Cute-Backpack-Women-PU-Leather-Polka-Dot-Bow-Backpack/dp/B08R2XM8QV/ref=sr_1_3263?qid=1679143994&s=luggage&sr=1-3263,3.8,136,₹287,₹999
18960,"Puma Womens BMW MMS Women's PU Wallet, Black (5430101)",accessories,Bags & Luggage,https://m.media-amazon.com/images/I/51MVtGfMqEL._AC_UL320_.jpg,https://www.amazon.in/Puma-Womens-Wallet-Black-5430101/dp/B0BN41V5VQ/ref=sr_1_19013?qid=1679144521&s=luggage&sr=1-19013,,,"₹2,899","₹3,999"
10505,GODHEAD® Kuber Potli for Laxmi Pooja/Puja | Attract Money| Good Luck| Potli for Prosperity,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/51t28Cl5f+L._AC_UL320_.jpg,https://www.amazon.in/GODHEAD%C2%AE-Kuber-Potli-Attract-Prosperity/dp/B0BCKN75HS/ref=sr_1_10514?qid=1679144240&s=luggage&sr=1-10514,3.3,7,₹756,"₹1,999"
15980,Ankit Traders Gota Work Golden Moti Handle Royal Batwa Bag Bridal Purse Women handbag Shagun Pouch Return Gifts,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/613tgIrwgQL._AC_UL320_.jpg,https://www.amazon.in/Ankit-Traders-Golden-Handle-handbag/dp/B09YYBF3DW/ref=sr_1_16037?qid=1679144422&s=luggage&sr=1-16037,3.6,4,₹759,"₹1,999"
6503,"Caprese Remy Zipper Closure Faux Leather Womens Casual Wallet(Grey, Large)",accessories,Bags & Luggage,https://m.media-amazon.com/images/I/41d5tGgIAnL._AC_UL320_.jpg,https://www.amazon.in/Caprese-Zipper-Closure-Leather-Womens/dp/B0BL6T7TB2/ref=sr_1_6512?qid=1679144106&s=luggage&sr=1-6512,,,₹615,"₹1,249"
8487,Flipco Portable Travel Toiletry Bag Cosmetic Makeup Pouch Toiletry Case Organizer (Multicolor),accessories,Bags & Luggage,https://m.media-amazon.com/images/I/610hZeIR3KL._AC_UL320_.jpg,https://www.amazon.in/Flipco-Portable-Toiletry-Organizer-Multicolor/dp/B08D9NQ128/ref=sr_1_8496?qid=1679144175&s=luggage&sr=1-8496,3.5,39,₹175,₹699
8841,"Arrowmax Gym Duffle Bag Shoulder Bag Bags Travel Duffel Bags, Ideal for Gym/Swimming and Other Sports kit",accessories,Bags & Luggage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/713CETRZcBL._AC_UL320_.jpg,https://www.amazon.in/Arrowmax-Duffle-Shoulder-Travel-Swimming/dp/B08LDLQBWR/ref=sr_1_8846?qid=1679144188&s=luggage&sr=1-8846,3.9,75,,₹275
5634,"Bitnex (Pack of 6) Zipper Pull Replacements, Detachable Zipper Pull,Quick Snap Bag Zipper Puller for Bag,Luggage,Clothing,...",accessories,Bags & Luggage,https://m.media-amazon.com/images/I/61nGDInIX4L._AC_UL320_.jpg,https://www.amazon.in/Bitnex-Replacements-Detachable-Clothing-Backpacks/dp/B0BNC1ZXXQ/ref=sr_1_5643?qid=1679144073&s=luggage&sr=1-5643,3.7,7,₹279,₹899
14285,BR SHEON clementine Women's Satchel Bag | Ladies Purse Handbag,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/611EegkbtBL._AC_UL320_.jpg,https://www.amazon.in/BR-SHEON-clementine-Satchel-Handbag/dp/B0BRCW64XM/ref=sr_1_14342?qid=1679144368&s=luggage&sr=1-14342,,,"₹1,399","₹4,499"
6691,Marvel Avenger Combo Keychain (Pack of 4) Metal |Axe Thor Hammer Keychain | Spidr Man Keychain | Ironman Keychain | Doctor...,accessories,Bags & Luggage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51hutP-C92L._AC_UL320_.jpg,https://www.amazon.in/Avenger-Keychain-Doctorstrange-Agamotto-Captainamerica/dp/B0BNF4Q346/ref=sr_1_6700?qid=1679144113&s=luggage&sr=1-6700,5.0,1,₹499,"₹1,399"
1877,"Nestasia Purple Quilted Multipurpose Set of 3 Cosmetic Bag Pouches, Travel Kit, Makeup Pouch, Toiletry Bag of Different Sizes",accessories,Bags & Luggage,https://m.media-amazon.com/images/I/61k9eYe-EWL._AC_UL320_.jpg,https://www.amazon.in/Nestasia-Multipurpose-Cosmetic-Organizers-Different/dp/B0B639SQKQ/ref=sr_1_1882?qid=1679143951&s=luggage&sr=1-1882,4.6,211,₹850,"₹1,070"
4656,"NITROGEN 100% CE FDA Certified Non-Woven Fabric Ultra Soft Stretchable Elastic, 3D Disposable Face Mask with 3 Layer Prote...",accessories,Bags & Luggage,https://m.media-amazon.com/images/I/61ra-wGOFBL._AC_UL320_.jpg,https://www.amazon.in/NITROGEN-Certified-Stretchable-Disposable-Protection/dp/B09HV784FM/ref=sr_1_4661?qid=1679144043&s=luggage&sr=1-4661,4.0,321,₹319,₹999
15206,"Zouk Women's Handcrafted Red Kalamkari Office and 15.6"" Laptop Bag",accessories,Bags & Luggage,https://m.media-amazon.com/images/I/71ciPJ+1qdL._AC_UL320_.jpg,https://www.amazon.in/Womens-Handcrafted-Kalamkari-Office-Laptop/dp/B09T3MR14H/ref=sr_1_15263?qid=1679144397&s=luggage&sr=1-15263,4.3,12,"₹1,699","₹4,863"
19121,"CRAFTSEVER Printed Wallet for Boys,Men 6 Card Holder Wallet,Genuine Leather Stylish bi-fold Canvas Printed Designer Multic...",accessories,Bags & Luggage,https://m.media-amazon.com/images/I/61MhQGMX5aL._AC_UL320_.jpg,https://www.amazon.in/CRAFTSEVER-Printed-Genuine-Designer-Multicolors/dp/B0BS1BYKQ7/ref=sr_1_19178?qid=1679144526&s=luggage&sr=1-19178,,,₹249,₹699
1708,"AirCase Sleeve Messenger Bag with Handle & Detachable Shoulder Strap |for Upto 14"" Laptop/ MacBook | 3-in-1 use | 3 Zipper...",accessories,Bags & Luggage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51px0Xkld0L._AC_UL320_.jpg,https://www.amazon.in/AirCase-C17-Laptop-Sleeve-Handle/dp/B07FJV79CX/ref=sr_1_1717?qid=1679143945&s=luggage&sr=1-1717,4.1,"1,215",₹778,"₹2,399"
1989,Wooum Sling Cross Body Travel Office Business Messenger One Side Shoulder Pouch Bag Money Bag for Men and Women,accessories,Bags & Luggage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81zLPL4mJ1L._AC_UL320_.jpg,https://www.amazon.in/Wooum-Travel-Business-Messenger-Shoulder/dp/B092MF3VLQ/ref=sr_1_1998?qid=1679143954&s=luggage&sr=1-1998,4.2,560,₹328.70,"₹1,499"
4293,Lino Perros Women's leatherette Tote Bag,accessories,Bags & Luggage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71C5nlQa7HL._AC_UL320_.jpg,https://www.amazon.in/Lino-Perros-Womens-Tote-Multi-Colour/dp/B07JN6TTCK/ref=sr_1_4302?qid=1679144030&s=luggage&sr=1-4302,3.9,492,"₹1,510","₹3,995"
2520,Duckback Rubberized Cotton Travel Air Pillow-Purple(Pack of 1),accessories,Bags & Luggage,https://m.media-amazon.com/images/I/21FVo+gomfL._AC_UL320_.jpg,https://www.amazon.in/Duckback-Rubberized-Cotton-Travel-Pillow-Purple/dp/B08XZ2BVCT/ref=sr_1_2529?qid=1679143971&s=luggage&sr=1-2529,3.8,44,₹225,₹255
8298,"DailyObjects Checkered, Polka Dot, Striped 12 Cms Cosmetic Pouch (S_TAN-BEG-LEATHER-ZIP-CLUTCH-SML_Tan Vegan Leather Brown)",accessories,Bags & Luggage,https://m.media-amazon.com/images/I/61Nm7Rz18qL._AC_UL320_.jpg,https://www.amazon.in/DailyObjects-Vegan-Leather-Stash-Pouch/dp/B082S4ZVW9/ref=sr_1_8307?qid=1679144169&s=luggage&sr=1-8307,4.2,34,₹325,₹799
7316,WOMEN MARKS WOMEN'S SLING BAG,accessories,Bags & Luggage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71QpajSnx9L._AC_UL320_.jpg,https://www.amazon.in/WOMEN-MARKS-WOMENS-SLING-BLACK/dp/B08YFDRKVH/ref=sr_1_7325?qid=1679144136&s=luggage&sr=1-7325,4.1,317,₹829,"₹2,999"
4342,Gurumukh Unicorn Sling Bags Shoulder Bag Hand Bag Purse for Kids Girls(Pink) (Assorted design),accessories,Bags & Luggage,https://m.media-amazon.com/images/I/51jycEfeNyL._AC_UL320_.jpg,https://www.amazon.in/Gurumukh-Unicorn-Shoulder-Assorted-design/dp/B0BN4LQGXT/ref=sr_1_4351?qid=1679144032&s=luggage&sr=1-4351,4.6,3,₹479,₹999
4522,EUME Brizo 32 Liters 3 Compartment Office and Travel Bags Polyester Casual Daypacks Laptop Backpacks - Grey,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/81cOGVCxnRL._AC_UL320_.jpg,https://www.amazon.in/EUME-Resistant-compartments-Backpack-College/dp/B08KSGJHRJ/ref=sr_1_4527?qid=1679144038&s=luggage&sr=1-4527,4.0,482,"₹1,539","₹3,359"
9794,Terminator Large 55 L Unisex Laptop Backpack For School/Office/Travel/Casual and Fits Upto 17 Inch Laptop,accessories,Bags & Luggage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61mM5rGfirL._AC_UL320_.jpg,https://www.amazon.in/Terminator-Unisex-Laptop-Backpack-School/dp/B0BSV4JDZZ/ref=sr_1_9799?qid=1679144219&s=luggage&sr=1-9799,,,₹699,"₹4,599"
9104,Caprese Women's Handbag,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/91rI7sZWfEL._AC_UL320_.jpg,https://www.amazon.in/Caprese-Grenda-Womens-Wallet-Pink/dp/B07D3XKP9G/ref=sr_1_9113?qid=1679144196&s=luggage&sr=1-9113,4.1,603,₹759,"₹2,199"
6450,Puma Women Handbag Black,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/416hte00IHL._AC_UL320_.jpg,https://www.amazon.in/Puma-Womens-Prime-Shopper-7833901/dp/B08PFHT831/ref=sr_1_6459?qid=1679144105&s=luggage&sr=1-6459,4.6,6,"₹3,039","₹3,499"
6836,Mobius 100% Trendsetter Pro Waterproof SLR / DSLR Backpack With Rain Cover |DSLR Camera With Lens 18 135 Lens 3 Nos 70-200...,accessories,Bags & Luggage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/A1tyvFHWWiS._AC_UL320_.jpg,https://www.amazon.in/MOBIUS-TRENDSETTER-WATERPROOF-BACKPACK-15-4Inches/dp/B09929HB9T/ref=sr_1_6845_mod_primary_new?qid=1679144118&s=luggage&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-6845,4.0,38,"₹3,499","₹3,990"
18465,SHAMRIZ Women Sling Bag With Adjustable strap | handbag | purse |Side Sling bag | Tassel Sling Bag,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/61r4mzSxvmL._AC_UL320_.jpg,https://www.amazon.in/SHAMRIZ-Sling-Adjustable-handbag-bag/dp/B09RT4PRHJ/ref=sr_1_18522?qid=1679144504&s=luggage&sr=1-18522,4.1,4,₹333,₹999
5518,ZOUK Wallets for Women - Handmade Classic Wallets for Females - Vegan Leather and Jute Purse for Ladies - Wallets with Mob...,accessories,Bags & Luggage,https://m.media-amazon.com/images/I/71brVsPmtjL._AC_UL320_.jpg,https://www.amazon.in/ZOUK-Wallets-Women-Handmade-Classic/dp/B09QVLJS47/ref=sr_1_5527?qid=1679144069&s=luggage&sr=1-5527,4.4,6,₹999,"₹2,198"
