article1_id,article2_id,ad1_id,ad2_id,score
4,18,3,3,0.7049353122711182
7,89,3,3,0.877350389957428
4,48,3,3,0.7333442568778992
48,62,3,3,0.8566829562187195
50,2,3,3,0.8585878014564514
28,80,3,3,0.7649785876274109
35,62,3,3,0.8116366863250732
35,27,3,3,0.7963727712631226
71,62,3,3,0.7678167223930359
23,63,3,3,0.77378249168396
59,85,3,3,0.7589976787567139
12,38,3,3,0.9101953506469727
51,42,3,3,0.8579248785972595
37,88,3,3,0.787039577960968
3,10,3,3,0.7281711101531982
52,53,3,3,0.7218631505966187
74,28,3,3,0.856083333492279
76,14,3,3,0.7580404877662659
89,95,3,3,0.7687171697616577
43,75,3,3,0.6979622840881348
11,14,3,3,0.8603904843330383
1,56,3,3,0.8584337830543518
32,2,3,3,0.8256369829177856
11,29,3,3,0.8193268179893494
12,37,3,3,0.8092546463012695
52,30,3,3,0.7140236496925354
64,82,3,3,0.7551758289337158
43,31,3,3,0.8210325837135315
4,40,3,3,0.7415773868560791
89,68,3,3,0.8587059378623962
16,29,3,3,0.8001832365989685
11,4,3,3,0.7221359014511108
58,36,3,3,0.8123552203178406
78,6,3,3,0.8700754642486572
28,41,3,3,0.7869115471839905
83,93,3,3,0.7529333233833313
72,26,3,3,0.7633606195449829
36,51,3,3,0.8197054266929626
89,77,3,3,0.8458622097969055
93,67,3,3,0.7689048647880554
34,25,3,3,0.8041086792945862
70,32,3,3,0.8410732746124268
28,32,3,3,0.7897239923477173
59,80,3,3,0.7350640296936035
32,6,3,3,0.8155927658081055
75,41,3,3,0.7402558922767639
0,31,3,3,0.7335807085037231
64,76,3,3,0.7159886956214905
59,63,3,3,0.8585008382797241
92,69,3,3,0.8656644225120544
22,25,3,3,0.8024446368217468
54,44,3,3,0.7492849826812744
32,51,3,3,0.83969646692276
42,56,3,3,0.7882505655288696
50,30,3,3,0.7752911448478699
18,46,3,3,0.8278697729110718
91,54,3,3,0.8365649580955505
82,16,3,3,0.7055299282073975
40,90,3,3,0.7904951572418213
27,17,3,3,0.8574302196502686
64,95,3,3,0.7210289239883423
25,20,3,3,0.7894852161407471
59,20,3,3,0.7958863377571106
77,28,3,3,0.8159772753715515
91,48,3,3,0.7929449081420898
75,40,3,3,0.7266788482666016
51,20,3,3,0.8020012378692627
79,62,3,3,0.7306795716285706
50,61,3,3,0.7767529487609863
40,42,3,3,0.8147397041320801
56,54,3,3,0.7735108137130737
62,33,3,3,0.7627673745155334
17,68,3,3,0.8303305506706238
81,17,3,3,0.8053725957870483
77,68,3,3,0.819503128528595
51,90,3,3,0.8731344938278198
24,5,3,3,0.7525758743286133
35,32,3,3,0.7712065577507019
34,10,3,3,0.8166047930717468
57,48,3,3,0.77808678150177
83,67,3,3,0.7324985265731812
19,20,3,3,0.8123537302017212
81,12,3,3,0.7886935472488403
80,71,3,3,0.8196460604667664
57,69,3,3,0.8119176626205444
0,39,3,3,0.7408268451690674
93,28,3,3,0.713376522064209
41,65,3,3,0.7100945115089417
87,16,3,3,0.7166281342506409
25,77,3,3,0.8107841610908508
42,92,3,3,0.8722952604293823
1,61,3,3,0.79771488904953
94,2,3,3,0.6882079243659973
18,77,3,3,0.8288737535476685
25,10,3,3,0.8250850439071655
57,86,3,3,0.782056450843811
92,12,3,3,0.9206733107566833
15,26,3,3,0.7999677062034607
8,43,3,3,0.7497953772544861
28,63,3,3,0.797508180141449
62,72,3,3,0.791196882724762
6,28,3,3,0.708753228187561
93,3,3,3,0.69598788022995
48,37,3,3,0.7237037420272827
39,12,3,3,0.8391467928886414
33,44,3,3,0.6887210607528687
22,56,3,3,0.770521879196167
58,11,3,3,0.8242840766906738
40,86,3,3,0.7612153887748718
2,77,3,3,0.7604963779449463
16,40,3,3,0.7702404856681824
20,37,3,3,0.7470106482505798
8,91,3,3,0.8227569460868835
65,5,3,3,0.6856212019920349
78,3,3,3,0.745320200920105
91,66,3,3,0.782167911529541
18,92,3,3,0.8582623600959778
20,49,3,3,0.7328980565071106
35,40,3,3,0.7673574090003967
76,85,3,3,0.7488741278648376
40,81,3,3,0.772304117679596
61,50,3,3,0.7767529487609863
83,61,3,3,0.7168497443199158
61,43,3,3,0.714864194393158
58,95,3,3,0.7129790186882019
49,84,3,3,0.7628762125968933
89,24,3,3,0.7591544985771179
74,22,3,3,0.7221388816833496
14,30,3,3,0.7826359868049622
5,16,3,3,0.8233675956726074
4,52,3,3,0.7362653613090515
73,48,3,3,0.7640225291252136
78,0,3,3,0.7828487157821655
53,81,3,3,0.7526118159294128
41,27,3,3,0.8302097916603088
54,10,3,3,0.7656940817832947
48,3,3,3,0.7742555141448975
92,65,3,3,0.740332305431366
28,66,3,3,0.8518946766853333
80,1,3,3,0.7873085737228394
43,13,3,3,0.7747536301612854
91,12,3,3,0.8308820724487305
81,89,3,3,0.8147958517074585
93,7,3,3,0.7793669700622559
66,4,3,3,0.7358067035675049
58,12,3,3,0.8376262187957764
34,11,3,3,0.815217137336731
37,5,3,3,0.8588113784790039
83,9,3,3,0.8020575642585754
36,76,3,3,0.7482853531837463
76,69,3,3,0.779578685760498
75,27,3,3,0.7594360113143921
47,84,3,3,0.8000149130821228
24,56,3,3,0.804922342300415
11,73,3,3,0.8136796355247498
93,38,3,3,0.8166279196739197
74,87,3,3,0.7904509902000427
33,49,3,3,0.7422182559967041
91,76,3,3,0.8031260967254639
50,28,3,3,0.7611954808235168
43,63,3,3,0.7509720325469971
55,93,3,3,0.769738495349884
82,68,3,3,0.7790142893791199
80,28,3,3,0.7649785876274109
15,24,3,3,0.7055563926696777
51,26,3,3,0.8325592279434204
81,47,3,3,0.750032365322113
87,34,3,3,0.7205146551132202
41,69,3,3,0.8126793503761292
64,60,3,3,0.791765570640564
85,83,3,3,0.7956417798995972
72,83,3,3,0.7374765872955322
14,36,3,3,0.8463546633720398
52,20,3,3,0.7568478584289551
51,86,3,3,0.7436410784721375
74,93,3,3,0.658165454864502
86,26,3,3,0.717825710773468
